"AFFGEOID","cluster","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19"
"0600000US4100590442",1,10.4007494873125,0.10250830761583,4.77097157058295,6.98238801692351,15.2407654548054,2.76470169075115,3.81844345602254,5.09243010293296,25.2365583455141,1.87051538658251,1.32750625046231,7.5995625222101,0.471590965624812,NA,NA,NA,NA,NA,NA
"0600000US4100592788",1,23.0325304022865,20.8469410825954,0.0482552760579645,6.64408671998664,8.68747956377158,2.91202049650078,1.1419604378158,5.28954906766174,0.0785897363101822,1.84854361009077,4.97834271112428,9.69880148751465,0.0294744353515508,NA,NA,NA,NA,NA,NA
"0600000US4100790153",1,0.00854427519427816,1.76237344698604,41.9920010124696,0.444109028079939,13.5721365864019,0.888216805530288,1.94469313727455,11.1050371225802,5.14346653323359,7.9262001275632,0.034696022255465,0.385626494147025,4.24431869062331,NA,NA,NA,NA,NA,NA
"0600000US4100992703",1,0.00790291801561861,0.0664336433553799,3.21688646477279,7.89424416408164,10.435596411535,9.88961796931611,12.1680932790828,13.0064928469343,9.15834594005506,0.00310173606590163,4.64747196727147,14.7129132512299,0.0294744353515508,NA,NA,NA,NA,NA,NA
"0600000US4101392592",1,10.7364445561166,0.201279780194721,5.50468410276367,1.11528951187556,0.512079464457866,3.73541025150569,0.625716952044853,6.66753290829688,10.229059774981,22.0950986119353,0.0621808245484114,23.7223238529955,4.24431869062331,NA,NA,NA,NA,NA,NA
"0600000US4101993153",1,15.8378553522748,15.8663069907155,4.21198009840679,10.0533589228519,12.1104209988553,5.10914941117984,0.637412792750284,3.30750796307769,3.15223298970521,8.06489425523122,2.7929621467139,4.06301866995345,16.9772747624932,NA,NA,NA,NA,NA,NA
"0600000US4103990697",1,7.82205347981933,3.33202451661026,4.27003354187744,10.8808509714492,11.8399340508609,24.607851120122,0.0145260772269754,0.118220578841775,0.0157433332508215,22.0363918043445,0.0225149074316359,0.246956209881344,3.56640667753764,NA,NA,NA,NA,NA,NA
"0600000US4104391666",1,1.52680858075518,2.41601384672223,10.6172087497842,11.8385635953688,3.0146763741132,0.411732135597211,4.83349602222172,31.4189690630665,1.64435095661868,2.20893779683835,2.43928796822741,12.8370555024022,38.1988682156098,NA,NA,NA,NA,NA,NA
"0600000US4104793570",1,8.24660656067786,21.9439191520581,3.50131705547638,14.1068333939065,2.68183559496778,9.23928280266063,0.145014629540543,0.13533446788563,4.34509911144685,12.0874252944272,8.76895367256174,0.00547885610714306,0.471590965624812,NA,NA,NA,NA,NA,NA
"0600000US4105390799",1,1.29849224608416,0.897945111577614,3.27988788240442,3.87136855690679,4.94526139526513,0.218177789158259,50.9011565064946,4.61954664950182,9.72975556224937,1.88186679442677,0.00251415413387877,3.56112794351331,0.471590965624812,NA,NA,NA,NA,NA,NA
"0600000US4105391972",1,1.52869823292319,0.818381357756634,8.61174868119962,3.80492142416169,7.9874745528317,9.65793826076815,10.2127764336435,2.3297332425625,19.3258262817091,3.12532437208667,17.6654303976908,0.138847354382443,2.94744353515508,NA,NA,NA,NA,NA,NA
"0600000US4106191615",1,10.9242874937636,3.94797217356274,1.77393078227029,12.2002108351555,1.1299669314105,3.80626829618564,0.615374498329751,2.5455843522849,4.2451106419279,2.12464108095337,29.6216859994553,12.2720675064162,11.7897741406203,NA,NA,NA,NA,NA,NA
"0600000US4106593196",1,0.93671872246881,20.105592897942,0.508787089626235,2.47146716694467,0.150064928415925,19.0673252784166,5.24902808524455,6.67175394206538,0.00355310069016862,7.03475143714667,19.9441452858156,3.06391265693923,1.88636386249925,NA,NA,NA,NA,NA,NA
"0600000US4100190969",2,0.200573251697259,0.322328536664467,5.51618057938995,9.12503530558319,1.05081304145329,11.7194934564909,12.9882139367528,0.206800620656069,3.90606502563104,0.450125287293167,1.53639027909497,6.95136805120442,3.12228597069803,4.33160924380839,0.606426848541164,7.39411809222035,11.0283732615101,0.508086201877459,81.6006183159862
"0600000US4100392142",2,34.9985764528691,1.16387938056569,0.0468431051410211,4.89355123223708,0.807684796731579,0.32639599026926,0.111972250223777,6.37630456243117,0.574049416290057,21.0906620160928,1.73761345011473,0.134804088277392,10.4962699445426,0.158742215778774,6.04318024859332,0.858295483793899,0.156905290400406,0.463486734122257,388.445918595108
"0600000US4100393077",2,0.305582050491779,0.283633361275239,0.286502373088492,0.0138224006051462,1.1910509614322,0.230535544859571,4.11374146564142,4.97594093656039,3.03323945733295,1.64936536415551,10.7694055811056,1.21753093916818,0.883402626047437,11.8529048503412,0.600619507627561,33.6300648500429,10.3389358179812,0.267024678441356,0.674385275338729
"0600000US4100791445",2,0.0939022820092933,0.799407478321221,0.424154019500935,22.9800251769305,17.9355934633146,0.0870695349919035,3.75455339972929,1.85645494979561,3.50742440830062,15.7335368057865,1.37051499641305,2.92094828956693,0.138369888641626,4.78438301026767,3.29219132322833,0.0216163477593076,3.38415088002986,7.06993580905437,81.6006183159862
"0600000US4100791598",2,3.62302265780803,1.4742207172323,0.83065759809073,0.100179384009465,5.45983298816507,0.125814303076482,18.438791531103,2.97665261551457,14.2453083865622,13.5220223241526,2.06656171460255,0.477611808250904,0.173822311912398,3.15222098029444,9.77807323872884,1.05516403368246,0.123457990373566,0.147191580253402,404.799761522072
"0600000US4100992805",2,20.4887079330269,0.00844926396169974,18.2158131747186,2.81022081187912,2.86131365844056,4.23825770337411,0.805052311724437,23.8344922829241,0.650302470202951,3.07686043210732,0.24374265653825,1.64100652546579,5.22998822523352,0.277759524453759,0.313760957642111,0.259133044136167,1.66635698910908,0.560485880056867,10.7901644054197
"0600000US4101392550",2,0.856633457578976,2.51142778043742,0.318163387822723,13.4845495831138,7.48781425627801,4.90580273888347,0.355687573613885,0.639793122978395,19.4361729092708,1.84604160251772,0.27325341470007,3.02623985118781,0.191414411926655,0.00242333204049594,15.1914162849576,4.1266741066692,0.268015266901493,3.94395252413695,356.749810654188
"0600000US4102392584",2,3.66168545403806,0.162817085660314,1.18134359201298,0.307353245773661,0.663713333643376,0.598540470221117,5.88560110796973,0.644230481302756,0.050472687195493,1.38264168618177,2.68812235199928,5.08486809690685,0.671888380073075,17.7133202320468,4.95928039026496,1.90165324932521,9.89783251956037,3.16646278860026,2.69754110135492
"0600000US4102993026",2,4.83166506996933,2.13971746656995,0.418850661294242,4.31259964960843,0.227884187358451,1.79500254708862,2.49061903461685,4.41815653181407,0.529548308381527,1.52648763136176,0.00744571020897114,1.48236566749255,30.7158672580584,0.00779782976717267,0.0427323875080094,15.0218736460623,10.6150166582393,0.228573892060861,491.626865721934
"0600000US4103190136",2,0.892901672148206,33.0569725997846,2.26446453244056,0.074805699648759,3.17996023600243,26.7065565455565,4.24535837520753,0.234546652443955,0.0112574177393946,2.81795333012849,0.10657440520873,7.73746082421104,1.75852442357382,0.779132775885725,1.28714597964223,1.11114660541261,2.03684814998447,0.850108572331531,97.111479648777
"0600000US4103191224",2,1.25795522615274,25.7384678320588,0.697797703714044,0.721308939424073,0.0107879501149497,2.8768400341395,1.53497399932493,0.361809032102549,0.275414486810187,5.35264103566579,6.59220434683447,12.5782235478243,9.76344046663754,1.87051761171467,1.37453698418416,0.370076606729072,0.738836692003788,0.673364351875018,24.2778699121942
"0600000US4103793145",2,4.60738750491055,11.7453023043155,0.34769041454837,0.492723895252118,2.54365282199602,13.4269921520034,0.0697229746659117,0.825880275446868,0.795430849696658,0.562704265819514,42.9168524284073,0.156723773189598,0.111509173923252,1.40226440826663,1.06723250895903,2.94109447387822,0.0467269045422728,1.75301499094713,16.8596318834682
"0600000US4103793417",2,4.06275579616485,0.543837757949692,23.3058339873837,0.16065053237598,1.55469911509769,6.62083904405255,5.90323108588926,16.2284880312125,10.4791758071746,0.000531398175318902,7.09704220561356,4.28391347697736,0.363010430060325,4.57625393529062,0.276599971391869,1.7668321412874,1.46115029586902,0.258317635810622,10.7901644054197
"0600000US4103991802",2,2.68790477888551,1.21881538449186,9.65094779799864,1.72021254640346,0.753283593252439,2.04700485504465,3.35789101424303,2.39296925910253,0.19935369102585,4.50895714685207,2.51842494831639,9.0198150250661,7.41112404232668,4.30290927407296,8.39131561627534,0.257619629400843,25.9174819874147,1.38423030626786,973.812337589125
"0600000US4103993300",2,2.30462908009682,0.311031871815312,0.00692041194032267,9.0166697598574,0.154776813858498,1.25935955367858,0.0616538590928724,4.74533772155409,0.00577534916749412,2.91792428108237,0.109728761714191,0.0919988017748882,6.02524183668189,11.0067489089582,11.297880395459,9.2591097484506,0.094618677978474,3.49635159890518,269.754110135492
"0600000US4104792720",2,1.40288668705583,10.1289390774679,0.113285108725077,0.255562978005911,3.34145855125131,1.79307434870787,0.165225255531152,0.00677997774456743,7.32029518656815,3.87469610281373,4.10844269905662,16.3488862780959,2.35913505867391,5.94287290721564,0.711451201910003,1.25495700823066,1.488864385355,1.64378184841647,0.674385275338729
"0600000US4105391122",2,0.70139912394904,0.815781774240263,0.639473405886095,3.81264710267119,0.235488310989876,2.24993349220438,6.76290863491512,0.465705414084697,9.46561066351871,2.35700816858504,2.83015496229445,3.39690009192,0.421134729558947,20.8474835833276,23.3624467337741,6.08805441075321,0.472486162535598,0.507859910100741,557.421579147168
"0600000US4105393502",2,0.234202132795214,0.445488764198033,20.0095863829732,0.378214234948132,8.09957057227742,4.44314406162835,4.87670355635955,3.55469186731375,13.710380642639,0.122431390114682,0.590203937319669,7.00258315421715,1.15837926096911,1.82511225125889,3.28412938475399,7.5858420911026,1.89000903994537,4.86295529361661,151.736686951214
"0600000US4105993264",2,0.671424483639586,0.885036767212365,2.64179006102387,16.0061390958958,37.4569252562476,7.86214987618242,8.64289476589596,4.63536928945155,2.960824056673,1.02120349422269,1.32273427428743,0.537781748761654,0.0848967706646637,0.128659079782968,2.43053478386628,0.257320746025439,0.189208727522236,0.11030737447892,24.2778699121942
"0600000US4106391496",2,0.01076054321322,1.35324919570426,0.123746363827146,0.114301458199497,0.117518946339268,0.805214903468747,0.396313340257784,2.77241032767966,2.02418800478309,0.069455035103962,6.35139206866776,10.4717254925895,1.23481326480001,0.175401163048643,0.818451121017353,0.0140114283795661,0.447339462753419,60.4802996862943,4.21490797086706
"0600000US4106790561",2,7.34353959959504,0.129290838168386,8.19805057657456,4.45752220567254,0.104272383850269,1.12007408217274,10.276985765337,13.0852812859815,2.05780601313156,11.3548464398824,0.00129004559725384,0.675339705946722,12.9235767630915,0.0995781204742349,0.108689369769911,0.0634374947531139,12.9754800780854,2.86230358044721,269.754110135492
"0600000US4100190204",3,3.0436790054306,7.7732595957994,0.00168407459990101,7.44679796134656,5.23469228140746,6.30505130864757,0.0548178451515753,2.49914406465233,0.767248771018912,2.68104704247403,0.346017112295414,0.0274769186391408,0.814637017860716,9.99147709403864,0.66111807585517,21.3525345478492,13.8543717561109,6.89563804759727,0.49827819261089
"0600000US4100591088",3,3.92060794864177,0.479577571068364,0.573042655139252,0.21866396345547,0.0174118082187262,5.08784085934402,9.23988126974903,29.3498625450886,5.47955009379583,17.1325450371445,0.0313575687607137,0.358609257397593,0.375407850952472,3.75228882606749,8.56340448156747,0.230234643008314,4.25845722479354,0.681948916582447,17.938014933992
"0600000US4100792839",3,2.96742449505859,2.61113662555637,1.38419818430498,1.52402579169833,6.09664011265989,28.7222168651357,0.586806889328147,4.38776603762238,0.203815227856249,8.20082977641798,3.50319882813067,5.544132492138,1.01724977745931,10.784431059893,2.52493142429949,1.88458190480683,6.47656690847985,1.33074011992967,1.99311277044356
"0600000US4101992057",3,2.6705058036313,2.65916690487761,0.764968025673257,8.24479668071739,2.1938118292611,11.4976387258918,8.33215502504065,3.7599768032322,7.24035973509527,2.39196327025759,0.0342470682665279,7.47020415995801,0.06581129085548,0.00616260562075166,18.4131923109337,1.15190478485679,0.0474010415026927,12.8064264551035,12.4569548152722
"0600000US4101993179",3,4.40428191733555,1.76168716542504,4.28209834514369,8.75444985418593,14.5421162939853,0.382991626596209,3.15155579110831,12.4792979349043,0.696271034787443,0.118142561143042,0.00361379495917049,0.558209824508395,6.31262456973672,0.83760435933658,0.391017536490348,0.00466588274318276,31.0679596285846,0.00210439980201402,1.99311277044356
"0600000US4102993094",3,10.5984643913262,13.90618760733,13.183056479525,0.0727773453728693,6.08157716167183,13.4976302102004,19.4872380279485,0.968379399847066,1.28362970942855,0.00269955720183745,3.47198396484917,0.201081347426177,0.000373696259550718,4.18285983167802,0.843562997207298,1.1866079127371,0.14549484036282,0.637088040403344,0.49827819261089
"0600000US4103191751",3,0.0732010666033513,2.95155386697184,7.30181015089124,1.99262948027043,2.67994036858527,0.0171821347474191,0.482935640946512,1.4363233509256,0.165044098678735,0.146783744861008,15.4844638233022,4.05541736499251,8.11942295827698,0.546347964905445,0.00116418139655135,28.0060273122499,13.5100051623822,2.78043984978815,0.49827819261089
"0600000US4103390493",3,1.15907288261472,4.86031639041303,1.88116252379556,0.754819181690826,7.44255467050167,4.03756009081686,2.64704803811707,2.3614043825583,11.1388856596726,5.73464265169472,1.50986296090154,23.2126354533998,2.23366102841282,8.39773326296173,6.5109513038376,5.76818672821768,0.0439160806959894,0.0562792304732279,17.938014933992
"0600000US4103990187",3,10.5743180126204,9.69309957017953,0.626290340805925,1.1681659751471,0.418125905528548,0.000916530044826673,12.1879124728242,4.52864287313533,5.68505966569874,5.81443215511756,9.07353190387707,3.72749987606079,14.7165922661444,3.41664404230655,4.59277043944482,0.636693804564642,2.75703280693953,0.132963880335594,28.0281483343626
"0600000US4103991147",3,2.24397982438771,0.983679390770134,7.2869571289004,3.63714255180454,26.549107126557,0.00247056992757103,2.74850787842971,0.533696515792477,0.384057825729725,4.71686443285371,3.71900527277922,4.66796405189264,2.83910329077299,6.5181497311451,17.1702402858332,5.177897968685,0.120732190603266,0.451136483911267,40.3605336014821
"0600000US4104191674",3,7.76706398931478,2.94032804643926,0.706192545850165,6.42775613654166,1.40799426404963,0.0312600739431269,11.1955637656569,7.3119332393525,0.00186715575738847,8.06304184620462,4.95982934859145,0.359245369592111,0.0490568551594029,0.086978436482216,14.638924485368,1.88904100658488,2.69201100462802,19.2226049512594,0
"0600000US4104192133",3,0.985554642535472,14.5242902209908,0.398896107314226,0.204655693190951,0.00963137295644344,2.39693414478978,1.61586109451102,6.15200198767587,0.84973407465451,18.2511942496022,4.33264840066313,1.3930877864806,4.27630125786804,2.58648967676296,14.4251131882096,11.4184017601303,0.0101721810592033,5.91972468138065,31.889804327097
"0600000US4104193349",3,5.26239927443187,6.44471339590326,5.19712561908182,16.3501007769588,1.0703998478581,1.27649306228021,14.5546305235429,2.5298249400719,2.29810720388117,2.25986179228825,6.42135367120608,6.92498205863097,3.42921565833388,4.48018616511276,0.595520632204357,4.13731338952079,5.92305043447648,0.595414074991763,1.99311277044356
"0600000US4104393162",3,9.25426734158484,9.70321411263285,13.4489807648334,5.6226502318161,4.00916902412148,6.52962503754376,1.59603222229913,0.977328374709686,1.60099573945036,0.0284334567376275,0.833838907063406,2.31355260305017,12.9608438254854,0.273579875976724,0.0328888751298819,2.01888249451997,4.34116694127824,14.2052426925429,49.827819261089
"0600000US4104592397",3,0.588211199507159,0.210260947636194,0.477046356857272,7.89806745149976,2.13675436560543,7.93271097411895,0.549736691923219,2.20129191060968,27.4877270321445,2.97032337208493,1.02702428332181,4.00064725193874,22.27794770342,4.33619550255098,1.04571190309247,4.10500617739055,0.00471610037915021,0.50131329669482,17.938014933992
"0600000US4104990323",3,3.68256649424099,1.39468459277414,8.02093960576988,21.7491722715525,5.25866821955241,0.0203629159954439,0.489202413921851,5.19066043454065,8.39096109650973,5.75157813628586,17.8036156008905,1.53863591298503,4.94457329664826,0.165228890574374,0.0215052388552697,3.27093794562353,0.857847461078371,1.19955199297706,31.889804327097
"0600000US4105793213",3,0.387223071382465,0.0191651552923646,8.76403520687505,0.0284142245814345,0.105243595238452,1.24730524759198,1.10730881964681,6.09040670244622,14.1102122715969,0.227859889995149,18.5034329899235,14.8902778700362,0.000550682111792792,0.0806857006808632,0.551638198168943,0.637793056721828,0.13617275142631,22.8629670870591,7.72525838465868
"0600000US4105992448",3,22.4236359996715,11.496503638138,3.00682755067266,1.00179077240492,9.31571632769793,0.00155980955918088,4.38368528253727,1.03835935240317,4.80555891781096,10.1809100343193,3.28934891301861,4.58693274351854,0.216400223062975,2.84808223841127,3.71483038461219,0.216644286347481,6.74732699343693,0.476579053152775,71.7520597359682
"0600000US4107192890",3,2.73038474494384,0.324017307065072,17.4315304392294,1.63996576102768,0.167287529806537,5.74909191808841,0.325962412580304,0.940541255694878,2.14775679169549,0.0636890985790649,0.388467692462799,8.90624976261776,10.0870688564421,31.4457168407577,0.0383561627567162,1.64348649870525,1.74244059704453,3.97867885127842,4.48450373349801
"0600000US4100191377",4,2.64968013312175,0.4634317647421,2.69731434240754,0.228291676549891,12.0071265077716,3.04686566595313,0.0445712385004297,0.257137599042922,11.3309035781192,2.25200248542975,0.181833395186761,9.83870311070827,0.290102807471609,2.45336896725991,0.0555302888404987,6.69526960416334,17.1455967477261,0.0389590128570498,270.98576185664
"0600000US4100193555",4,0.177785714178562,5.70195367511849,1.17169396824295,5.61762022325399,0.483804670022083,1.42253728807615,24.2413629258072,6.58312609920453,2.45061361978496,0.591583926107002,5.35933895349055,9.1755756121873,6.64355355203238,14.4664237125456,0.233281091286179,4.1761836889889,0.00603582479954565,2.55547464798617,159.774449513051
"0600000US4100392176",4,7.48529334082614,0.653243544291666,3.28854386155554,2.60254675677185,5.96055673698409,0.0483327164551838,1.07928847570052,2.0582437434907,3.3477362893536,3.94968535162176,1.54114274063247,12.8717448357392,4.66911835018412,13.4486204041585,0.514854183541719,0.628581373052359,1.70293599779394,0.0591505972699167,1.38258041763592
"0600000US4101591275",4,23.7791599963737,4.75039574842595,16.4872582241286,2.56512977012889,14.3524204474558,0.0232139017746551,0.00626874680708373,0.012547188247364,5.26577485044853,15.2183397120085,0.00000107992307491645,0.0508324530577755,0.0493256107355518,0.087047677670757,0.0931471127560233,1.53832594228945,0.47045886493698,0.205859976086601,22.1212866821747
"0600000US4101592533",4,4.25229713090674,12.6487325873574,5.75866250372471,10.9670123608142,0.525884786663353,0.738008894329705,2.4663091830702,12.9919150911687,0.631927087256216,0.409764825576786,8.79487908546638,0.0594181262953799,6.1973606048709,0.0967438345918323,14.2302361104513,1.30027057876796,0.151611193600041,3.93265059378143,34.5645104408979
"0600000US4101991853",4,6.21146660680179,0.261254871471869,0.172747888833597,6.22184226503786,1.69417369426802,11.445482369456,1.76766701710664,2.06445608216176,0.0658354953628531,10.3042636784331,2.55734157443834,21.1313132092155,0.915482555889628,0.200884494174617,7.15724783527416,1.48287192072186,4.69342947396499,0.267286492188344,0
"0600000US4102190102",4,0.0267238166965103,0.911495221159899,0.0492343139611868,7.67759921100699,11.4667670451018,3.24736922296181,22.6675300461761,1.63691272541931,0.133856639242078,7.90848684240554,1.52013071623833,0.467553941697184,0.534105465673548,2.2637021300097,11.1310160926052,4.93303480449968,0.00018475681598468,1.54765958187126,34.5645104408979
"0600000US4102190612",4,0.289802827518569,2.75146135555779,0.0156225438595823,3.07551263876196,1.96264955117941,1.39851571868609,1.10032894925466,1.61577798128553,0.0408253664291206,22.7210832784771,0.185540633525359,3.01476324012149,4.8182277556854,1.9824900251959,12.5001673379259,25.6269618998091,0.610570762322216,0.00256494707380129,34.5645104408979
"0600000US4102990408",4,0.00455523170614889,4.93231643330752,16.9641013946014,1.67908567745048,3.97967813359703,0.137925361848957,3.01459407779267,0.175390887520211,1.01018157199895,9.14775093338467,0.579859682719716,0.700053715032105,12.0740434734215,0.600254213636992,0.52529215079605,5.77131935055443,21.7085059155093,0.276844266321549,14.6035056612794
"0600000US4103591651",4,0.405762318757056,2.33514317711146,6.38451116759587,2.05616334912838,7.44120560782657,2.71864311190617,2.19219264830835,0.129394894573554,1.48800963229651,7.5260903954191,0.0037765815893949,0.248753181777266,0.734310551757797,0.345496345165837,15.2511954476753,1.02036607835626,0.991730448432395,3.57764845135358,6.99931336428183
"0600000US4103792924",4,4.96455403239401,0.00844326886365502,0.0657531766359926,21.5972493574518,0.112111743055343,3.36067457830481,2.32072755179141,10.401319778895,3.96827626937969,2.00029484290803,0.00103425354791608,0.63606011430577,3.78619126919841,1.84851558881649,0.572172591059421,6.50706513748045,3.58848549634599,11.5896166857125,34.5645104408979
"0600000US4103991700",4,9.42914840922277,0.0397070079849673,0.508161821995822,0.371668723167291,1.81355525872721,3.09039209586657,1.53121827903159,8.35869106679799,6.92394026239436,0.383934501911122,17.8477839512656,1.01666435684253,0.557575661614741,4.43128182755541,3.21353720376082,10.8786112312213,0.142157301699951,4.63148873038496,5.53032167054366
"0600000US4104590017",4,0.643842237320769,0.401123878490637,0.376454959018602,0.370643649930313,0.0552545048111362,10.5441971024657,6.76180908167917,5.14144575206943,0.522558004859646,0.867707492960707,5.37328442764611,0.0114592732367155,2.48964338589897,4.24205907026138,0.873434110613358,1.20992705391451,7.54676603538492,1.69660751759422,12.4432237587232
"0600000US4104590833",4,0.182043502291186,0.00874461491812794,1.65754852746273,2.62424367869999,0.0358638581487188,0.00648257666432711,0.0361115143783875,8.87417301869843,4.3053526088473,0.188764873700714,2.28281062290905,0.664715782820968,0.037766387419604,10.923421508125,0.272671950657643,0.591632023922633,4.8655921664014,7.18388611602721,1.38258041763592
"0600000US4104592329",4,2.11602693561927,3.92115587589983,0.945711055767566,16.5951825263828,9.912560510502,0.0228367444935729,2.80268442729614,1.41129399943453,0.262204762061735,6.53108658273838,1.06156508630175,5.30134783442141,24.0822773510976,0.0193387361419412,5.93716665858594,5.53645144755713,0.449675433289443,1.68643842782736,49.772895034893
